trail,date,status
Landen Deerfield,2022-08-20 20:00:07,caution
Landen Deerfield,2022-08-18 22:00:07,open
Landen Deerfield,2022-08-14 12:45:08,caution
Landen Deerfield,2022-08-13 12:15:07,open
Landen Deerfield,2022-08-11 14:45:08,caution
Landen Deerfield,2022-08-09 22:30:07,closed
Landen Deerfield,2022-08-07 9:00:07,caution
Landen Deerfield,2022-08-06 10:30:07,closed
Landen Deerfield,2022-08-05 16:45:06,caution
Landen Deerfield,2022-08-05 10:15:06,closed
Landen Deerfield,2022-08-01 20:45:06,caution
Landen Deerfield,2022-07-30 22:30:06,open
Landen Deerfield,2022-07-28 11:15:06,caution
Landen Deerfield,2022-07-27 11:45:06,closed
Landen Deerfield,2022-07-20 20:45:07,open
Landen Deerfield,2022-07-19 19:00:07,caution
Landen Deerfield,2022-07-17 8:00:08,closed
Landen Deerfield,2022-07-11 19:15:07,open
Landen Deerfield,2022-07-11 9:15:07,caution
Landen Deerfield,2022-07-09 16:45:07,closed
Landen Deerfield,2022-07-07 22:45:07,caution
Landen Deerfield,2022-07-06 15:15:06,closed
Landen Deerfield,2022-06-19 22:00:07,open
Landen Deerfield,2022-06-14 20:15:05,caution
Landen Deerfield,2022-06-13 18:45:05,closed
Landen Deerfield,2022-06-13 16:00:07,caution
Landen Deerfield,2022-06-06 16:45:05,closed
Landen Deerfield,2022-06-03 20:15:05,caution
Landen Deerfield,2022-06-02 13:45:04,closed
Landen Deerfield,2022-05-30 12:00:06,caution
Landen Deerfield,2022-05-18 19:30:05,closed
Landen Deerfield,2022-05-16 15:45:03,caution
Landen Deerfield,2022-05-11 21:15:05,open
Landen Deerfield,2022-05-09 16:45:04,caution
Landen Deerfield,2022-05-03 7:30:05,closed
Landen Deerfield,2022-04-20 22:15:04,caution
Landen Deerfield,2022-04-18 18:00:06,closed
Landen Deerfield,2022-04-04 17:00:06,caution
Landen Deerfield,2022-04-04 7:45:05,closed
Landen Deerfield,2022-04-03 19:30:05,caution
Landen Deerfield,2022-03-31 8:15:05,closed
Landen Deerfield,2022-03-28 17:15:04,caution
Landen Deerfield,2022-03-19 11:00:06,closed
Landen Deerfield,2022-03-15 21:30:05,caution
Landen Deerfield,2022-03-07 7:30:04,closed
Landen Deerfield,2022-03-05 15:45:05,caution
Landen Deerfield,2022-02-16 21:30:05,closed
Landen Deerfield,2022-02-03 23:00:06,freeze
Landen Deerfield,2022-01-30 21:30:04,closed
Landen Deerfield,2022-01-20 8:30:05,freeze
Landen Deerfield,2022-01-18 22:45:05,closed
Landen Deerfield,2022-01-10 8:00:06,freeze
Landen Deerfield,2022-01-09 8:30:05,closed
Landen Deerfield,2022-01-04 7:45:04,freeze
Landen Deerfield,2021-12-25 8:30:04,closed
Landen Deerfield,2021-12-24 10:00:06,caution
Landen Deerfield,2021-12-23 22:30:04,closed
Landen Deerfield,2021-12-23 8:15:05,freeze
Landen Deerfield,2021-12-15 12:15:05,closed
Landen Deerfield,2021-11-16 15:45:04,caution
Landen Deerfield,2021-11-11 23:00:05,closed
Landen Deerfield,2021-11-02 12:30:05,caution
Landen Deerfield,2021-10-25 8:00:06,closed
Landen Deerfield,2021-10-11 18:00:06,open
Landen Deerfield,2021-10-06 7:45:05,caution
Landen Deerfield,2021-10-02 21:15:05,closed
Landen Deerfield,2021-09-27 11:15:04,open
Landen Deerfield,2021-09-20 21:45:04,closed
Landen Deerfield,2021-09-06 15:30:05,open
Landen Deerfield,2021-09-04 22:30:05,caution
Landen Deerfield,2021-09-03 18:00:06,open
Landen Deerfield,2021-09-02 13:00:07,caution
Landen Deerfield,2021-08-31 21:00:06,closed
Landen Deerfield,2021-08-29 12:15:04,caution
Landen Deerfield,2021-08-26 20:00:06,closed
Landen Deerfield,2021-08-23 18:45:04,open
Landen Deerfield,2021-08-21 20:45:04,caution
Landen Deerfield,2021-08-19 6:45:05,closed
Landen Deerfield,2021-07-23 22:45:05,open
Landen Deerfield,2021-07-18 22:45:05,caution
Landen Deerfield,2021-07-16 15:30:06,closed
Landen Deerfield,2021-07-14 23:00:10,caution
Landen Deerfield,2021-07-11 8:00:09,closed
Landen Deerfield,2021-07-10 20:30:05,caution
Landen Deerfield,2021-07-04 12:15:05,open
Landen Deerfield,2021-07-03 13:15:05,caution
Landen Deerfield,2021-06-29 19:30:04,closed
Landen Deerfield,2021-06-29 19:00:10,caution
Landen Deerfield,2021-06-28 8:30:04,open
Landen Deerfield,2021-06-22 14:30:06,caution
Landen Deerfield,2021-06-18 11:45:06,closed
Landen Deerfield,2021-06-14 22:00:09,open
Landen Deerfield,2021-06-11 13:30:06,caution
Landen Deerfield,2021-06-07 7:30:05,closed
Landen Deerfield,2021-06-05 19:15:05,caution
Landen Deerfield,2021-06-02 8:15:06,closed
Landen Deerfield,2021-05-29 20:00:07,caution
Landen Deerfield,2021-05-28 19:45:05,closed
Landen Deerfield,2021-05-26 13:15:05,caution
Landen Deerfield,2021-05-24 22:00:06,open
Landen Deerfield,2021-05-19 17:00:07,caution
Landen Deerfield,2021-05-17 21:00:07,closed
Landen Deerfield,2021-05-14 20:00:07,open
Landen Deerfield,2021-05-12 16:30:05,caution
Landen Deerfield,2021-05-03 7:15:05,closed
Landen Deerfield,2021-04-30 17:30:06,caution
Landen Deerfield,2021-04-28 19:15:05,closed
Landen Deerfield,2021-04-26 19:15:06,open
Landen Deerfield,2021-04-25 15:00:08,caution
Landen Deerfield,2021-04-24 12:30:05,closed
Landen Deerfield,2021-04-23 15:00:08,caution
Landen Deerfield,2021-04-21 7:15:05,closed
Landen Deerfield,2021-04-15 7:15:06,open
Landen Deerfield,2021-04-12 20:30:05,caution
Landen Deerfield,2021-04-10 13:45:04,closed
Landen Deerfield,2021-04-03 8:00:05,caution
Landen Deerfield,2021-03-31 11:15:04,closed
Landen Deerfield,2021-03-30 13:30:05,caution
Landen Deerfield,2021-03-28 7:30:05,closed
Landen Deerfield,2021-03-27 7:30:06,caution
Landen Deerfield,2021-03-25 13:45:05,closed
Landen Deerfield,2021-03-22 15:15:04,caution
Landen Deerfield,2021-03-11 12:45:04,closed
Landen Deerfield,2021-03-09 7:30:05,caution
Landen Deerfield,2021-02-22 7:34:32,closed
Landen Deerfield,2021-02-09 7:45:05,freeze
Landen Deerfield,2021-02-03 21:30:04,closed
Landen Deerfield,2021-02-02 7:30:06,freeze
Landen Deerfield,2021-01-30 22:45:04,closed
Landen Deerfield,2021-01-29 21:30:05,freeze
Landen Deerfield,2021-01-24 20:00:06,closed
Landen Deerfield,2021-01-23 8:15:05,freeze
Landen Deerfield,2021-01-15 7:15:06,closed
Landen Deerfield,2021-01-09 21:00:05,freeze
Landen Deerfield,2020-12-26 23:00:05,closed
Landen Deerfield,2020-12-24 20:45:04,freeze
Landen Deerfield,2020-12-19 13:00:09,closed
Landen Deerfield,2020-12-05 17:45:04,caution
Landen Deerfield,2020-12-04 13:30:04,closed
Landen Deerfield,2020-12-02 7:45:04,freeze
Landen Deerfield,2020-11-30 7:15:04,closed
Landen Deerfield,2020-11-27 0:00:09,caution
Landen Deerfield,2020-11-25 9:00:10,closed
Landen Deerfield,2020-11-21 0:00:05,caution
Landen Deerfield,2020-11-19 23:00:05,open
Landen Deerfield,2020-11-15 18:30:05,caution
Landen Deerfield,2020-11-15 8:15:05,closed
Landen Deerfield,2020-11-13 13:00:07,open
Landen Deerfield,2020-11-10 22:00:09,caution
Landen Deerfield,2020-11-01 17:00:09,open
Landen Deerfield,2020-10-31 14:00:06,caution
Landen Deerfield,2020-10-28 22:30:04,closed
Landen Deerfield,2020-10-24 9:00:06,caution
Landen Deerfield,2020-10-23 20:30:04,closed
Landen Deerfield,2020-10-22 7:30:05,caution
Landen Deerfield,2020-10-19 7:30:05,closed
Landen Deerfield,2020-10-18 13:45:04,caution
Landen Deerfield,2020-10-18 12:30:04,closed
Landen Deerfield,2020-10-16 19:15:10,open
Landen Deerfield,2020-10-13 7:45:05,caution
Landen Deerfield,2020-10-03 12:45:05,open
Landen Deerfield,2020-10-01 15:30:04,caution
Landen Deerfield,2020-09-29 20:00:06,closed
Landen Deerfield,2020-09-28 10:30:05,caution
Landen Deerfield,2020-09-14 21:00:05,open
Landen Deerfield,2020-09-13 8:00:05,caution
Landen Deerfield,2020-09-04 12:30:05,open
Landen Deerfield,2020-09-02 8:15:05,closed
Landen Deerfield,2020-09-02 7:31:16,caution
Landen Deerfield,2020-08-30 17:15:03,open
Landen Deerfield,2020-08-29 9:45:05,caution
Landen Deerfield,2020-08-28 13:30:04,closed
Landen Deerfield,2020-08-26 16:00:06,caution
Landen Deerfield,2020-08-25 17:00:06,closed
Landen Deerfield,2020-08-20 16:30:04,open
Landen Deerfield,2020-08-19 14:30:04,caution
Landen Deerfield,2020-08-18 16:30:04,closed
Landen Deerfield,2020-08-13 21:30:05,open
Landen Deerfield,2020-08-11 14:00:06,caution
Landen Deerfield,2020-08-11 8:30:04,closed
Landen Deerfield,2020-08-10 22:45:05,caution
Landen Deerfield,2020-08-06 7:30:04,open
Landen Deerfield,2020-08-04 22:00:06,caution
Landen Deerfield,2020-08-03 18:00:05,closed
Landen Deerfield,2020-08-02 23:00:05,caution
Landen Deerfield,2020-08-02 8:30:04,closed
Landen Deerfield,2020-07-31 10:00:06,caution
Landen Deerfield,2020-07-30 16:00:06,closed
Landen Deerfield,2020-07-22 21:15:04,caution
Landen Deerfield,2020-07-22 11:00:08,closed
Landen Deerfield,2020-07-22 8:00:06,caution
Landen Deerfield,2020-07-09 20:15:05,open
Landen Deerfield,2020-07-09 9:15:05,caution
Landen Deerfield,2020-07-02 16:15:04,open
Landen Deerfield,2020-06-29 8:00:05,caution
Landen Deerfield,2020-06-28 8:15:05,closed
Landen Deerfield,2020-06-26 15:00:05,caution
Landen Deerfield,2020-06-25 21:30:05,open
Landen Deerfield,2020-06-23 23:15:05,caution
Landen Deerfield,2020-06-23 7:15:05,closed
Landen Deerfield,2020-06-21 15:45:05,caution
Landen Deerfield,2020-06-18 10:45:05,open
Landen Deerfield,2020-06-11 15:00:06,caution
Landen Deerfield,2020-04-23 10:00:07,closed
Landen Deerfield,2020-04-19 22:15:06,caution
Landen Deerfield,2020-04-17 13:45:06,closed
Landen Deerfield,2020-04-15 12:15:05,caution
Landen Deerfield,2020-04-12 21:15:05,closed
Landen Deerfield,2020-04-11 12:30:06,caution
Landen Deerfield,2020-04-05 12:15:04,closed
Landen Deerfield,2020-04-04 11:00:05,caution
Landen Deerfield,2020-02-29 12:30:04,closed
Landen Deerfield,2020-02-27 23:45:04,freeze
Landen Deerfield,2020-02-22 10:45:06,closed
Landen Deerfield,2020-02-21 22:30:06,freeze
Landen Deerfield,2020-02-15 18:45:05,closed
Landen Deerfield,2020-02-14 9:00:05,freeze
Landen Deerfield,2020-01-23 21:45:04,closed
Landen Deerfield,2020-01-20 0:15:06,freeze
Landen Deerfield,2019-12-13 22:30:05,closed
Landen Deerfield,2019-12-11 18:15:06,freeze
Landen Deerfield,2019-11-27 5:17:10,closed
Milford Trails,2023-03-17 8:15:05,caution
Milford Trails,2023-03-15 18:00:10,open
Milford Trails,2023-03-12 13:30:06,caution
Milford Trails,2023-03-03 16:45:17,closed
Milford Trails,2023-03-02 7:45:04,caution
Milford Trails,2023-03-01 18:30:06,open
Milford Trails,2023-02-20 18:15:05,caution
Milford Trails,2023-02-20 8:00:06,open
Milford Trails,2023-02-06 19:00:08,caution
Milford Trails,2023-02-05 18:30:04,freeze
Milford Trails,2023-01-05 13:00:07,caution
Milford Trails,2023-01-03 8:30:04,closed
Milford Trails,2022-11-27 8:00:07,caution
Milford Trails,2022-11-24 8:15:07,open
Milford Trails,2022-11-13 19:00:08,caution
Milford Trails,2022-11-11 8:15:05,closed
Milford Trails,2022-11-07 8:00:08,open
Milford Trails,2022-10-31 8:30:05,caution
Milford Trails,2022-09-20 8:15:05,open
Milford Trails,2022-09-11 18:45:05,caution
Milford Trails,2022-09-10 20:15:06,open
Milford Trails,2022-09-09 8:45:05,caution
Milford Trails,2022-09-04 8:00:05,closed
Milford Trails,2022-08-30 12:45:05,caution
Milford Trails,2022-08-28 8:00:05,open
Milford Trails,2022-08-14 12:15:08,caution
Milford Trails,2022-08-12 12:30:09,open
Milford Trails,2022-08-06 8:15:07,caution
Milford Trails,2022-08-04 10:15:06,open
Milford Trails,2022-07-27 10:15:21,caution
Milford Trails,2022-07-23 10:45:07,open
Milford Trails,2022-07-19 12:30:07,caution
Milford Trails,2022-07-18 7:45:07,closed
Milford Trails,2022-07-17 12:15:06,caution
Milford Trails,2022-07-16 16:15:07,open
Milford Trails,2022-07-07 8:00:07,caution
Milford Trails,2022-06-21 17:30:04,open
Milford Trails,2022-06-14 17:30:05,caution
Milford Trails,2022-06-07 12:30:05,closed
Milford Trails,2022-05-24 13:30:04,caution
Milford Trails,2022-05-22 8:00:06,closed
Milford Trails,2022-05-21 7:30:05,caution
Milford Trails,2022-05-20 9:00:08,closed
Milford Trails,2022-05-11 18:45:05,open
Milford Trails,2022-05-10 7:45:05,caution
Milford Trails,2022-05-06 8:15:05,closed
Milford Trails,2022-03-26 10:15:05,caution
Milford Trails,2022-03-20 18:45:05,open
Milford Trails,2022-03-19 10:45:04,caution
Milford Trails,2022-03-15 19:15:08,open
Milford Trails,2022-03-04 15:45:05,caution
Milford Trails,2022-02-26 18:30:04,freeze
Milford Trails,2022-02-19 8:15:05,closed
Milford Trails,2022-01-04 8:30:05,freeze
Milford Trails,2022-01-01 15:30:05,closed
Milford Trails,2021-12-23 20:00:06,caution
Milford Trails,2021-12-20 10:30:03,freeze
Milford Trails,2021-11-12 15:45:04,caution
Milford Trails,2021-11-05 16:15:05,open
Milford Trails,2021-10-24 16:45:04,caution
Milford Trails,2021-10-19 17:15:04,open
Milford Trails,2021-10-16 11:15:04,caution
Milford Trails,2021-10-12 8:45:04,open
Milford Trails,2021-10-05 8:15:05,caution
Milford Trails,2021-09-26 8:00:06,open
Milford Trails,2021-09-24 8:15:05,caution
Milford Trails,2021-09-22 16:45:04,closed
Milford Trails,2021-07-31 18:00:08,open
Milford Trails,2021-07-17 13:30:06,caution
Milford Trails,2021-07-17 7:45:06,closed
Milford Trails,2021-07-11 16:45:06,caution
Milford Trails,2021-07-11 8:45:05,closed
Milford Trails,2021-07-05 8:30:07,open
Milford Trails,2021-07-04 8:15:06,caution
Milford Trails,2021-07-01 13:30:05,closed
Milford Trails,2021-06-26 16:45:07,open
Milford Trails,2021-06-26 10:45:04,caution
Milford Trails,2021-06-19 17:00:08,closed
Milford Trails,2021-05-29 8:30:07,caution
Milford Trails,2021-05-16 20:00:07,open
Milford Trails,2021-04-21 9:30:07,caution
Milford Trails,2021-04-14 20:15:05,open
Milford Trails,2021-04-12 8:00:08,caution
Milford Trails,2021-04-04 8:30:05,open
Milford Trails,2021-03-02 19:00:06,caution
Milford Trails,2020-12-26 9:15:06,freeze
Milford Trails,2020-12-05 20:15:04,caution
Milford Trails,2020-12-02 9:30:05,freeze
Milford Trails,2020-11-22 12:00:06,caution
Milford Trails,2020-10-31 17:00:05,open
Milford Trails,2020-10-30 8:30:05,closed
Milford Trails,2020-10-24 19:30:06,open
Milford Trails,2020-10-19 11:45:04,caution
Milford Trails,2020-10-01 8:45:05,open
Milford Trails,2020-09-30 9:30:05,caution
Milford Trails,2020-09-07 12:00:06,open
Milford Trails,2020-08-23 8:15:04,caution
Milford Trails,2020-08-08 18:00:05,open
Milford Trails,2020-07-30 13:30:05,caution
Milford Trails,2020-07-28 21:45:05,open
Milford Trails,2020-07-22 14:45:05,caution
Milford Trails,2020-07-10 17:15:04,open
Milford Trails,2020-07-07 8:30:05,caution
Milford Trails,2020-07-05 7:45:04,open
Milford Trails,2020-06-28 9:00:05,caution
Milford Trails,2020-06-06 16:15:04,open
Milford Trails,2020-05-28 19:15:05,caution
Milford Trails,2020-05-18 16:30:04,closed
Milford Trails,2020-05-13 20:15:04,open
Milford Trails,2020-05-09 12:15:05,caution
Milford Trails,2020-05-03 17:15:05,closed
Milford Trails,2020-04-26 22:45:05,caution
Milford Trails,2020-04-02 20:00:06,open
Milford Trails,2020-03-23 12:45:06,caution
Milford Trails,2020-03-19 14:30:04,closed
Milford Trails,2020-03-15 19:00:05,caution
Milford Trails,2020-03-14 19:45:04,closed
Milford Trails,2020-03-10 7:45:05,caution
Milford Trails,2020-03-07 17:30:05,open
Milford Trails,2020-03-07 9:30:05,caution
Milford Trails,2020-03-01 16:45:04,closed
Milford Trails,2020-02-20 10:15:05,freeze
Milford Trails,2020-02-17 19:45:05,closed
Milford Trails,2020-02-13 16:00:07,freeze
Milford Trails,2020-02-10 13:00:06,closed
Milford Trails,2020-02-10 9:30:06,caution
Milford Trails,2020-02-07 17:00:07,freeze
Milford Trails,2020-02-05 8:15:05,caution
Milford Trails,2020-02-02 17:00:08,open
Milford Trails,2020-02-01 13:15:06,caution
Milford Trails,2020-01-26 17:30:05,freeze
Milford Trails,2020-01-24 13:30:04,closed
Milford Trails,2020-01-17 8:45:06,freeze
Milford Trails,2020-01-05 16:45:04,caution
Milford Trails,2020-01-03 23:00:06,closed
Milford Trails,2019-12-27 4:15:10,caution
Milford Trails,2019-12-09 0:30:04,freeze
Milford Trails,2019-11-27 5:17:11,caution
Mitchell Memorial Forest,2023-03-22 13:00:08,closed
Mitchell Memorial Forest,2023-03-22 9:00:12,caution
Mitchell Memorial Forest,2023-03-21 16:00:09,open
Mitchell Memorial Forest,2023-03-20 11:15:06,caution
Mitchell Memorial Forest,2023-03-18 10:15:05,freeze
Mitchell Memorial Forest,2023-03-17 8:15:06,closed
Mitchell Memorial Forest,2023-03-15 20:00:08,open
Mitchell Memorial Forest,2023-03-12 8:00:07,closed
Mitchell Memorial Forest,2023-03-11 9:45:05,caution
Mitchell Memorial Forest,2023-03-10 6:15:05,closed
Mitchell Memorial Forest,2023-03-05 14:30:06,caution
Mitchell Memorial Forest,2023-03-01 19:45:06,closed
Mitchell Memorial Forest,2023-03-01 12:15:04,caution
Mitchell Memorial Forest,2023-02-27 9:30:05,closed
Mitchell Memorial Forest,2023-02-24 15:15:05,caution
Mitchell Memorial Forest,2023-02-22 8:30:04,closed
Mitchell Memorial Forest,2023-02-19 19:15:05,caution
Mitchell Memorial Forest,2023-02-16 6:15:04,closed
Mitchell Memorial Forest,2023-02-13 14:00:08,caution
Mitchell Memorial Forest,2023-02-05 11:15:05,closed
Mitchell Memorial Forest,2023-02-03 8:15:04,freeze
Mitchell Memorial Forest,2023-01-11 14:45:05,closed
Mitchell Memorial Forest,2023-01-08 11:00:07,caution
Mitchell Memorial Forest,2022-12-29 8:15:05,closed
Mitchell Memorial Forest,2022-12-26 13:30:06,freeze
Mitchell Memorial Forest,2022-12-26 11:15:06,closed
Mitchell Memorial Forest,2022-12-24 11:15:05,freeze
Mitchell Memorial Forest,2022-12-22 8:30:05,closed
Mitchell Memorial Forest,2022-12-18 8:00:07,freeze
Mitchell Memorial Forest,2022-12-16 16:15:06,caution
Mitchell Memorial Forest,2022-12-14 6:30:05,closed
Mitchell Memorial Forest,2022-12-10 14:00:18,caution
Mitchell Memorial Forest,2022-12-06 12:00:06,closed
Mitchell Memorial Forest,2022-12-05 13:00:09,caution
Mitchell Memorial Forest,2022-12-02 22:45:05,closed
Mitchell Memorial Forest,2022-11-30 15:00:07,caution
Mitchell Memorial Forest,2022-11-27 8:15:05,closed
Mitchell Memorial Forest,2022-11-18 13:15:05,open
Mitchell Memorial Forest,2022-11-17 14:30:05,caution
Mitchell Memorial Forest,2022-11-11 8:30:05,closed
Mitchell Memorial Forest,2022-11-02 15:45:04,open
Mitchell Memorial Forest,2022-11-02 10:15:05,caution
Mitchell Memorial Forest,2022-10-31 16:15:06,closed
Mitchell Memorial Forest,2022-10-30 21:00:09,caution
Mitchell Memorial Forest,2022-10-27 10:30:05,open
Mitchell Memorial Forest,2022-10-26 15:45:05,caution
Mitchell Memorial Forest,2022-09-24 18:00:09,open
Mitchell Memorial Forest,2022-09-24 7:30:04,caution
Mitchell Memorial Forest,2022-09-20 6:00:06,open
Mitchell Memorial Forest,2022-09-19 12:15:07,caution
Mitchell Memorial Forest,2022-09-12 16:00:09,open
Mitchell Memorial Forest,2022-09-11 18:30:05,closed
Mitchell Memorial Forest,2022-09-09 9:30:05,open
Mitchell Memorial Forest,2022-09-07 15:45:05,caution
Mitchell Memorial Forest,2022-09-03 7:45:04,closed
Mitchell Memorial Forest,2022-08-31 8:30:03,open
Mitchell Memorial Forest,2022-08-30 17:15:06,caution
Mitchell Memorial Forest,2022-08-30 7:30:04,closed
Mitchell Memorial Forest,2022-08-26 8:15:05,open
Mitchell Memorial Forest,2022-08-25 8:00:04,closed
Mitchell Memorial Forest,2022-08-24 9:00:06,open
Mitchell Memorial Forest,2022-08-20 15:30:06,closed
Mitchell Memorial Forest,2022-08-19 8:30:05,open
Mitchell Memorial Forest,2022-08-18 8:45:05,closed
Mitchell Memorial Forest,2022-08-17 8:45:05,open
Mitchell Memorial Forest,2022-08-16 9:15:05,closed
Mitchell Memorial Forest,2022-08-15 17:15:08,caution
Mitchell Memorial Forest,2022-08-14 14:00:09,closed
Mitchell Memorial Forest,2022-08-14 13:45:09,caution
Mitchell Memorial Forest,2022-08-13 10:45:08,open
Mitchell Memorial Forest,2022-08-12 9:00:08,caution
Mitchell Memorial Forest,2022-08-10 12:45:09,closed
Mitchell Memorial Forest,2022-08-07 21:15:09,caution
Mitchell Memorial Forest,2022-08-04 17:30:07,closed
Mitchell Memorial Forest,2022-08-03 7:15:06,open
Mitchell Memorial Forest,2022-08-01 18:45:06,closed
Mitchell Memorial Forest,2022-07-31 18:00:08,caution
Mitchell Memorial Forest,2022-07-31 9:00:08,closed
Mitchell Memorial Forest,2022-07-29 14:45:08,open
Mitchell Memorial Forest,2022-07-28 17:00:08,caution
Mitchell Memorial Forest,2022-07-26 12:30:07,closed
Mitchell Memorial Forest,2022-07-26 12:15:07,caution
Mitchell Memorial Forest,2022-07-22 8:00:07,open
Mitchell Memorial Forest,2022-07-21 7:15:06,closed
Mitchell Memorial Forest,2022-07-20 10:00:09,open
Mitchell Memorial Forest,2022-07-17 7:45:07,closed
Mitchell Memorial Forest,2022-07-10 16:30:07,open
Mitchell Memorial Forest,2022-07-06 16:15:07,closed
Mitchell Memorial Forest,2022-06-23 16:00:07,open
Mitchell Memorial Forest,2022-06-23 15:15:05,caution
Mitchell Memorial Forest,2022-06-22 16:45:05,closed
Mitchell Memorial Forest,2022-06-19 10:30:05,open
Mitchell Memorial Forest,2022-06-17 15:30:05,caution
Mitchell Memorial Forest,2022-06-06 13:15:05,closed
Mitchell Memorial Forest,2022-06-05 17:00:07,open
Mitchell Memorial Forest,2022-06-04 8:45:05,caution
Mitchell Memorial Forest,2022-06-02 8:15:05,closed
Mitchell Memorial Forest,2022-05-31 17:15:05,caution
Mitchell Memorial Forest,2022-05-23 23:15:05,closed
Mitchell Memorial Forest,2022-05-23 16:30:07,caution
Mitchell Memorial Forest,2022-05-18 16:45:05,closed
Mitchell Memorial Forest,2022-05-17 17:00:07,caution
Mitchell Memorial Forest,2022-05-15 14:15:05,closed
Mitchell Memorial Forest,2022-05-11 16:45:04,caution
Mitchell Memorial Forest,2022-05-03 7:00:08,closed
Mitchell Memorial Forest,2022-05-02 10:00:07,open
Mitchell Memorial Forest,2022-05-01 8:45:05,caution
Mitchell Memorial Forest,2022-04-28 6:30:05,open
Mitchell Memorial Forest,2022-04-26 12:15:05,caution
Mitchell Memorial Forest,2022-04-25 14:00:08,closed
Mitchell Memorial Forest,2022-04-22 17:00:06,caution
Mitchell Memorial Forest,2022-04-18 8:15:06,closed
Mitchell Memorial Forest,2022-04-17 9:30:05,caution
Mitchell Memorial Forest,2022-04-11 12:15:05,closed
Mitchell Memorial Forest,2022-04-10 16:00:07,caution
Mitchell Memorial Forest,2022-04-05 11:30:05,closed
Mitchell Memorial Forest,2022-04-03 18:15:05,open
Mitchell Memorial Forest,2022-03-28 8:30:05,caution
Mitchell Memorial Forest,2022-03-22 15:00:06,closed
Mitchell Memorial Forest,2022-03-21 13:15:06,caution
Mitchell Memorial Forest,2022-03-18 15:30:05,closed
Mitchell Memorial Forest,2022-03-14 18:15:05,caution
Mitchell Memorial Forest,2022-03-06 15:15:05,closed
Mitchell Memorial Forest,2022-03-02 18:00:07,caution
Mitchell Memorial Forest,2022-02-21 7:45:05,closed
Mitchell Memorial Forest,2022-02-20 8:00:06,freeze
Mitchell Memorial Forest,2022-02-13 10:45:06,closed
Mitchell Memorial Forest,2022-02-13 9:45:04,freeze
Mitchell Memorial Forest,2022-01-31 17:15:06,closed
Mitchell Memorial Forest,2022-01-15 11:45:05,freeze
Mitchell Memorial Forest,2022-01-12 13:00:06,closed
Mitchell Memorial Forest,2022-01-10 10:00:06,freeze
Mitchell Memorial Forest,2022-01-08 21:00:06,closed
Mitchell Memorial Forest,2022-01-06 11:00:06,freeze
Mitchell Memorial Forest,2021-12-25 10:30:05,closed
Mitchell Memorial Forest,2021-12-22 11:30:04,caution
Mitchell Memorial Forest,2021-12-05 21:15:04,closed
Mitchell Memorial Forest,2021-12-04 12:45:05,open
Mitchell Memorial Forest,2021-12-02 16:15:05,caution
Mitchell Memorial Forest,2021-12-01 14:30:04,closed
Mitchell Memorial Forest,2021-12-01 11:00:07,caution
Mitchell Memorial Forest,2021-11-29 10:45:05,open
Mitchell Memorial Forest,2021-11-29 5:45:05,freeze
Mitchell Memorial Forest,2021-11-28 9:30:05,caution
Mitchell Memorial Forest,2021-11-21 8:00:07,closed
Mitchell Memorial Forest,2021-11-20 14:45:04,caution
Mitchell Memorial Forest,2021-11-18 8:00:07,closed
Mitchell Memorial Forest,2021-11-16 17:00:07,open
Mitchell Memorial Forest,2021-11-16 16:45:05,caution
Mitchell Memorial Forest,2021-11-14 12:15:04,closed
Mitchell Memorial Forest,2021-11-12 16:15:05,caution
Mitchell Memorial Forest,2021-11-11 13:30:06,closed
Mitchell Memorial Forest,2021-11-02 16:00:07,open
Mitchell Memorial Forest,2021-10-28 14:15:05,closed
Mitchell Memorial Forest,2021-10-26 16:45:05,caution
Mitchell Memorial Forest,2021-10-22 16:30:05,closed
Mitchell Memorial Forest,2021-10-22 15:30:05,caution
Mitchell Memorial Forest,2021-10-17 19:30:05,open
Mitchell Memorial Forest,2021-10-17 9:30:05,caution
Mitchell Memorial Forest,2021-10-15 23:15:06,closed
Mitchell Memorial Forest,2021-10-13 19:30:06,caution
Mitchell Memorial Forest,2021-10-13 7:45:04,open
Mitchell Memorial Forest,2021-10-09 9:15:04,caution
Mitchell Memorial Forest,2021-10-03 12:30:06,closed
Mitchell Memorial Forest,2021-10-03 11:15:05,caution
Mitchell Memorial Forest,2021-09-28 11:30:05,open
Mitchell Memorial Forest,2021-09-28 9:00:06,caution
Mitchell Memorial Forest,2021-09-24 16:45:05,open
Mitchell Memorial Forest,2021-09-24 15:15:05,caution
Mitchell Memorial Forest,2021-09-20 13:45:05,closed
Mitchell Memorial Forest,2021-09-08 14:15:05,open
Mitchell Memorial Forest,2021-09-08 8:45:05,caution
Mitchell Memorial Forest,2021-09-07 6:45:05,open
Mitchell Memorial Forest,2021-09-06 10:00:06,caution
Mitchell Memorial Forest,2021-09-05 9:15:05,closed
Mitchell Memorial Forest,2021-09-02 19:45:06,open
Mitchell Memorial Forest,2021-09-02 9:45:05,caution
Mitchell Memorial Forest,2021-08-30 8:30:06,closed
Mitchell Memorial Forest,2021-08-27 8:15:05,open
Mitchell Memorial Forest,2021-08-26 9:30:06,closed
Mitchell Memorial Forest,2021-08-25 7:15:04,open
Mitchell Memorial Forest,2021-08-24 7:45:05,closed
Mitchell Memorial Forest,2021-08-21 11:30:05,open
Mitchell Memorial Forest,2021-08-16 11:15:04,closed
